No,Tutupan Lahan,Curah Hujan,Kerapatan Sungai,Jarak dari Sungai,Ketinggian Lahan,Kemiringan Lereng,Jenis Tanah,Kelas Bahaya Banjir,Desa/Kelurahan,Luas Km²
1127,Danau/Waduk/Embung,2000 - 2500 mm/tahun,">3,10 km/km²",0 - 25 m,100 - 200 m,>45%,Regosol,Rendah,Condongcatur,0.002982
1128,Tegalan/Ladang,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,>45%,Regosol,Rendah,Caturtunggal,0.000338
1129,Tegalan/Ladang,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,>45%,Regosol,Rendah,Maguwoharjo,0.005834
1130,Tegalan/Ladang,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,>45%,Regosol,Rendah,Condongcatur,0.000074
1131,Perkebunan/Kebun,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,>45%,Regosol,Rendah,Caturtunggal,0.00014
1132,Perkebunan/Kebun,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,>45%,Regosol,Rendah,Maguwoharjo,0.032314
1133,Sawah,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,>45%,Regosol,Sedang,Caturtunggal,0.007469
1134,Sawah,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,>45%,Regosol,Sedang,Maguwoharjo,0.007508
1135,Semak Belukar,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,>45%,Regosol,Rendah,Caturtunggal,0.003647
1136,Semak Belukar,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,>45%,Regosol,Rendah,Maguwoharjo,0.002524
1137,Permukiman,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,>45%,Regosol,Sedang,Caturtunggal,0.004328
1138,Permukiman,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,>45%,Regosol,Sedang,Maguwoharjo,0.001935
1139,Permukiman,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,>45%,Regosol,Sedang,Condongcatur,0.006493
1140,Danau/Waduk/Embung,2000 - 2500 mm/tahun,">3,10 km/km²",25 - 100 m,100 - 200 m,>45%,Regosol,Rendah,Maguwoharjo,0.000776
1141,Tegalan/Ladang,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,>45%,Regosol,Rendah,Maguwoharjo,0.000785
1142,Perkebunan/Kebun,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,>45%,Regosol,Rendah,Maguwoharjo,0.001752
1143,Sawah,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,>45%,Regosol,Rendah,Caturtunggal,0.000261
1144,Sawah,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,>45%,Regosol,Rendah,Maguwoharjo,0.000202
1145,Semak Belukar,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,>45%,Regosol,Rendah,Caturtunggal,0.001457
1146,Semak Belukar,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,>45%,Regosol,Rendah,Maguwoharjo,0.00014
1147,Permukiman,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,>45%,Regosol,Sedang,Caturtunggal,0.002536
1148,Permukiman,2000 - 2500 mm/tahun,">3,10 km/km²",100 - 250 m,100 - 200 m,>45%,Regosol,Sedang,Maguwoharjo,0.003154
